delta.rank,pval,level,nseqs,term,name,p.adj,,term,,,,,,,,,
0,0.000650037,6,131,GO:0043536,positive regulation of blood vessel endothelial cell migration,0.027262974,,GO:0043536,,,,,,,,,
0,0.000648412,2,107,GO:0090311,regulation of protein deacetylation,0.027262974,,GO:0090311,,,,,,,,,
0,0.000655222,2,113,GO:0010464;GO:0002053,regulation of mesenchymal cell proliferation,0.027355509,,GO:0010464,GO:0002053,,,,,,,,
0,0.000688561,3,27,GO:0046655,folic acid metabolic process,0.028488444,,GO:0046655,,,,,,,,,
0,0.000688561,7,27,GO:0090026,positive regulation of monocyte chemotaxis,0.028488444,,GO:0090026,,,,,,,,,
0,0.000729441,3,417,GO:0008045,motor neuron axon guidance,0.030044462,,GO:0008045,,,,,,,,,
0,0.000754309,2,114,GO:0003254,regulation of membrane depolarization,0.030792581,,GO:0003254,,,,,,,,,
0,0.000754309,2,114,GO:0042274,ribosomal small subunit biogenesis,0.030792581,,GO:0042274,,,,,,,,,
0,0.00076704,2,68,GO:0007063,regulation of sister chromatid cohesion,0.031173718,,GO:0007063,,,,,,,,,
0,0.000779782,2,32,GO:0000097,sulfur amino acid biosynthetic process,0.031413573,,GO:0000097,,,,,,,,,
0,0.000779782,3,32,GO:0019471,4-hydroxyproline metabolic process,0.031413573,,GO:0019471,,,,,,,,,
0,0.000785522,2,52,GO:0031365,N-terminal protein amino acid modification,0.031506643,,GO:0031365,,,,,,,,,
0,0.000789138,2,261,GO:0040028,regulation of vulval development,0.031514056,,GO:0040028,,,,,,,,,
0,0.000819437,3,47,GO:0000413,protein peptidyl-prolyl isomerization,0.032493338,,GO:0000413,,,,,,,,,
0,0.000827811,2,1476,GO:0009611;GO:0042060,response to wounding,0.032493338,,GO:0009611,GO:0042060,,,,,,,,
0,0.000824991,3,475,GO:0051099,positive regulation of binding,0.032493338,,GO:0051099,,,,,,,,,
0,0.000822755,2,183,GO:0051155,positive regulation of striated muscle cell differentiation,0.032493338,,GO:0051155,,,,,,,,,
0,0.000837041,2,302,GO:0000281,mitotic cytokinesis,0.032715827,,GO:0000281,,,,,,,,,
0,0.000844025,2,852,GO:0010631;GO:0090130;GO:0090132,tissue migration,0.032849007,,GO:0010631,GO:0090130,GO:0090132,,,,,,,
0,0.0009027,2,5,GO:0048669,collateral sprouting in absence of injury,0.034837387,,GO:0048669,,,,,,,,,
0,0.000899377,4,15,GO:2000773,negative regulation of cellular senescence,0.034837387,,GO:2000773,,,,,,,,,
0,0.000919133,2,1319,GO:0097435,supramolecular fiber organization,0.03532317,,GO:0097435,,,,,,,,,
0,0.000925641,6,210,GO:0043535,regulation of blood vessel endothelial cell migration,0.035425063,,GO:0043535,,,,,,,,,
0,0.000946624,3,290,GO:0003279,cardiac septum development,0.036077775,,GO:0003279,,,,,,,,,
0,0.000957842,2,28,GO:0021825,substrate-dependent cerebral cortex tangential migration,0.036092208,,GO:0021825,,,,,,,,,
0,0.000958791,6,759,GO:0110053,regulation of actin filament organization,0.036092208,,GO:0110053,,,,,,,,,
0,0.000957842,2,28,GO:1901048,transforming growth factor beta receptor signaling pathway involved in regulation of multicellular organism growth,0.036092208,,GO:1901048,,,,,,,,,
0,0.000971648,4,8,GO:0006578;GO:0045329,carnitine biosynthetic process,0.036426901,,GO:0006578,GO:0045329,,,,,,,,
0,0.00097666,2,53,GO:0030520,intracellular estrogen receptor signaling pathway,0.036465953,,GO:0030520,,,,,,,,,
0,0.000993193,3,75,GO:0031063,regulation of histone deacetylation,0.036784194,,GO:0031063,,,,,,,,,
0,0.000991062,6,104,GO:0035025,positive regulation of Rho protein signal transduction,0.036784194,,GO:0035025,,,,,,,,,
0,0.001006436,3,528,GO:0006631,fatty acid metabolic process,0.037124974,,GO:0006631,,,,,,,,,
0,0.00101138,3,450,GO:0050679,positive regulation of epithelial cell proliferation,0.037158109,,GO:0050679,,,,,,,,,
0,0.001018411,2,64,GO:0031954,positive regulation of protein autophosphorylation,0.037267343,,GO:0031954,,,,,,,,,
0,0.001105685,3,225,GO:0008587,imaginal disc-derived wing margin morphogenesis,0.040300457,,GO:0008587,,,,,,,,,
0,0.001113618,4,59,GO:0040027,negative regulation of vulval development,0.040429163,,GO:0040027,,,,,,,,,
0,0.001179943,2,1001,GO:0048562,embryonic organ morphogenesis,0.042668415,,GO:0048562,,,,,,,,,
0,0.001228526,2,65,GO:1900244;GO:1903423,positive regulation of synaptic vesicle recycling,0.04425104,,GO:1900244,GO:1903423,,,,,,,,
0,0.001320035,3,810,GO:0003012;GO:0006936,muscle system process,0.04649836,,GO:0003012,GO:0006936,,,,,,,,
0,0.00132587,2,227,GO:0006261,DNA-dependent DNA replication,0.04649836,,GO:0006261,,,,,,,,,
0,0.001306583,2,112,GO:0022617,extracellular matrix disassembly,0.04649836,,GO:0022617,,,,,,,,,
0,0.001321403,2,71,GO:0030717;GO:0061988,oocyte karyosome formation,0.04649836,,GO:0030717,GO:0061988,,,,,,,,
0,0.001303011,1,1813,GO:0040007;GO:0048589,growth,0.04649836,,GO:0040007,GO:0048589,,,,,,,,
0,0.001326355,2,20,GO:0042744,hydrogen peroxide catabolic process,0.04649836,,GO:0042744,,,,,,,,,
0,0.001326355,4,20,GO:0090400,stress-induced premature senescence,0.04649836,,GO:0090400,,,,,,,,,
0,0.001353709,2,44,GO:0042135,neurotransmitter catabolic process,0.047097776,,GO:0042135,,,,,,,,,
0,0.001353709,4,44,GO:1901798,positive regulation of signal transduction by p53 class mediator,0.047097776,,GO:1901798,,,,,,,,,
0,0.001410248,-1,923,GO:0051186,obsolete cofactor metabolic process,0.048879714,,GO:0051186,,,,,,,,,
0,0.001446083,2,83,GO:0021591,ventricular system development,0.049560721,,GO:0021591,,,,,,,,,
0,0.001442403,5,125,GO:0035904,aorta development,0.049560721,,GO:0035904,,,,,,,,,
0,0.00144196,5,309,GO:0072091,regulation of stem cell proliferation,0.049560721,,GO:0072091,,,,,,,,,
0,0.001460001,2,1809,GO:0006082;GO:0019752;GO:0043436,organic acid metabolic process,0.049667066,,GO:0006082,GO:0019752,GO:0043436,,,,,,,
0,0.0014547,5,1554,GO:0044089,positive regulation of cellular component biogenesis,0.049667066,,GO:0044089,,,,,,,,,
0,0.001481584,2,89,GO:0010880;GO:0010881,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,0.049847425,,GO:0010880,GO:0010881,,,,,,,,
0,0.001478303,2,449,GO:0048580;GO:0061062,regulation of post-embryonic development,0.049847425,,GO:0048580,GO:0061062,,,,,,,,
0,0.001481584,2,89,GO:1900744,regulation of p38MAPK cascade,0.049847425,,GO:1900744,,,,,,,,,
0,0.001488296,2,163,GO:1903670,regulation of sprouting angiogenesis,0.049890514,,GO:1903670,,,,,,,,,
0,0.001515777,3,365,GO:0042335,cuticle development,0.050261421,,,,,,,,,,,
0,0.001505707,5,202,GO:0048679;GO:0070570,regulation of neuron projection regeneration,0.050261421,,,,,,,,,,,
0,0.001513381,2,1440,GO:0050768;GO:0010721;GO:0051961,negative regulation of nervous system development,0.050261421,,,,,,,,,,,
0,0.001574105,3,249,GO:0051149,positive regulation of muscle cell differentiation,0.051821358,,,,,,,,,,,
0,0.001572477,2,630,GO:0060485,mesenchyme development,0.051821358,,,,,,,,,,,
0,0.001607079,2,25,GO:0007503,fat body development,0.052668829,,,,,,,,,,,
0,0.001611316,3,667,GO:0055001;GO:0055002,muscle cell development,0.052668829,,,,,,,,,,,
0,0.001696093,2,2763,GO:0045944,positive regulation of transcription by RNA polymerase II,0.055243315,,,,,,,,,,,
0,0.001732902,2,139,GO:0002040,sprouting angiogenesis,0.055938192,,,,,,,,,,,
0,0.001754558,3,30,GO:0032964,collagen biosynthetic process,0.055938192,,,,,,,,,,,
0,0.001734325,2,360,GO:0035050,embryonic heart tube development,0.055938192,,,,,,,,,,,
0,0.001760059,2,67,GO:0048681;GO:0070571,negative regulation of neuron projection regeneration,0.055938192,,,,,,,,,,,
0,0.001754558,2,30,GO:0097156,fasciculation of motor neuron axon,0.055938192,,,,,,,,,,,
0,0.001754558,2,30,GO:0099515;GO:0030050,actin filament-based transport,0.055938192,,,,,,,,,,,
0,0.001754558,2,30,GO:1902165;GO:1902166,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.055938192,,,,,,,,,,,
0,0.00179972,2,152,GO:0008652,cellular amino acid biosynthetic process,0.057001461,,,,,,,,,,,
0,0.001848861,5,178,GO:0055021;GO:0060420,regulation of heart growth,0.058356656,,,,,,,,,,,
0,0.001883898,3,453,GO:0003205,cardiac chamber development,0.059258918,,,,,,,,,,,
0,0.001920975,2,21,GO:0002692,negative regulation of cellular extravasation,0.060014135,,,,,,,,,,,
0,0.001920975,4,21,GO:0034769,basement membrane disassembly,0.060014135,,,,,,,,,,,
0,0.001974857,3,390,GO:0070252;GO:0030048,actin filament-based movement,0.061074281,,,,,,,,,,,
0,0.001971957,2,9,GO:0075713,establishment of integrated proviral latency,0.061074281,,,,,,,,,,,
0,0.001963178,5,51,GO:1901201,regulation of extracellular matrix assembly,0.061074281,,,,,,,,,,,
0,0.001999013,2,225,GO:0002028,regulation of sodium ion transport,0.061613874,,,,,,,,,,,
0,0.002074704,2,128,GO:0050871,positive regulation of B cell activation,0.063732962,,,,,,,,,,,
0,0.00213246,2,160,GO:0048641,regulation of skeletal muscle tissue development,0.065288803,,,,,,,,,,,
0,0.002191343,3,17,GO:0021942,radial glia guided migration of Purkinje cell,0.066868718,,,,,,,,,,,
0,0.002245559,2,80,GO:0010288,response to lead ion,0.067624446,,,,,,,,,,,
0,0.002239319,4,41,GO:0040002,collagen and cuticulin-based cuticle development,0.067624446,,,,,,,,,,,
0,0.002239319,3,41,GO:0090025,regulation of monocyte chemotaxis,0.067624446,,,,,,,,,,,
0,0.002239319,2,41,GO:1900746;GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,0.067624446,,,,,,,,,,,
0,0.002253656,2,167,GO:0010633,negative regulation of epithelial cell migration,0.0676465,,,,,,,,,,,
0,0.002269068,2,357,GO:0010212,response to ionizing radiation,0.06765758,,,,,,,,,,,
0,0.002290855,4,13,GO:0019043,establishment of viral latency,0.06765758,,,,,,,,,,,
0,0.002290855,3,13,GO:0060633;GO:2000143,negative regulation of transcription initiation from RNA polymerase II promoter,0.06765758,,,,,,,,,,,
0,0.002290855,3,13,GO:0060666,dichotomous subdivision of terminal units involved in salivary gland branching,0.06765758,,,,,,,,,,,
0,0.002290855,2,13,GO:1900747;GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus,0.06765758,,,,,,,,,,,
0,0.002321855,2,1223,GO:0006259,DNA metabolic process,0.067888806,,,,,,,,,,,
0,0.002306127,2,623,GO:0022612,gland morphogenesis,0.067888806,,,,,,,,,,,
0,0.00232825,2,148,GO:0035262,gonad morphogenesis,0.067888806,,,,,,,,,,,
0,0.002317314,2,31,GO:1902410,mitotic cytokinetic process,0.067888806,,,,,,,,,,,
0,0.002366537,4,407,GO:0035051,cardiocyte differentiation,0.068786829,,,,,,,,,,,
0,0.002412173,4,323,GO:0006260,DNA replication,0.069723995,,,,,,,,,,,
0,0.002421977,2,1951,GO:0010942;GO:0043065;GO:0043068,positive regulation of cell death,0.069723995,,,,,,,,,,,
0,0.002451916,2,6,GO:0035607,fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development,0.069723995,,,,,,,,,,,
0,0.002440311,3,1640,GO:0045666;GO:0050769,positive regulation of neurogenesis,0.069723995,,,,,,,,,,,
0,0.002451916,2,6,GO:0046083,adenine metabolic process,0.069723995,,,,,,,,,,,
0,0.002451916,2,6,GO:0061428,negative regulation of transcription from RNA polymerase II promoter in response to hypoxia,0.069723995,,,,,,,,,,,
0,0.002564487,2,255,GO:0050848,regulation of calcium-mediated signaling,0.072700036,,,,,,,,,,,
0,0.002586507,2,618,GO:0019827;GO:0098727,maintenance of cell number,0.072757866,,,,,,,,,,,
0,0.002590291,3,149,GO:0035065;GO:2000756,regulation of peptidyl-lysine acetylation,0.072757866,,,,,,,,,,,
0,0.002582572,5,105,GO:0050922,negative regulation of chemotaxis,0.072757866,,,,,,,,,,,
0,0.00262104,4,58,GO:0007221,positive regulation of transcription of Notch receptor target,0.073397108,,,,,,,,,,,
0,0.002636371,2,235,GO:0055024,regulation of cardiac muscle tissue development,0.07360203,,,,,,,,,,,
0,0.002672202,2,901,GO:0032787,monocarboxylic acid metabolic process,0.074035934,,,,,,,,,,,
0,0.002676095,4,459,GO:0051054,positive regulation of DNA metabolic process,0.074035934,,,,,,,,,,,
0,0.002663853,2,931,GO:1901990;GO:1901987,regulation of cell cycle phase transition,0.074035934,,,,,,,,,,,
0,0.002704576,2,143,GO:0071479,cellular response to ionizing radiation,0.074599192,,,,,,,,,,,
0,0.002868144,2,112,GO:0061064,negative regulation of nematode larval development,0.078873954,,,,,,,,,,,
0,0.002906934,2,53,GO:1903203,regulation of oxidative stress-induced neuron death,0.079702062,,,,,,,,,,,
0,0.0029575,3,27,GO:0051255,spindle midzone assembly,0.08084713,,,,,,,,,,,
0,0.003023471,2,94,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,0.082405293,,,,,,,,,,,
0,0.003048622,2,1733,GO:0010564,regulation of cell cycle process,0.082844945,,,,,,,,,,,
0,0.003061123,2,1454,GO:0002064,epithelial cell development,0.082939289,,,,,,,,,,,
0,0.003096663,5,210,GO:0016441;GO:0031047;GO:0035194,gene silencing by RNA,0.083655451,,,,,,,,,,,
0,0.003107198,3,1155,GO:0042692;GO:0051146,muscle cell differentiation,0.083693868,,,,,,,,,,,
0,0.003134934,4,59,GO:0021535,cell migration in hindbrain,0.084194056,,,,,,,,,,,
0,0.003159088,6,177,GO:0032873;GO:0070303;GO:0046329,negative regulation of stress-activated protein kinase signaling cascade,0.084566862,,,,,,,,,,,
0,0.003167229,2,1255,GO:0048639;GO:0045927,positive regulation of growth,0.084566862,,,,,,,,,,,
0,0.003182929,3,763,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,0.084739727,,,,,,,,,,,
0,0.003195557,3,48,GO:0051900,regulation of mitochondrial depolarization,0.084830033,,,,,,,,,,,
0,0.003220867,2,18,GO:0017185,peptidyl-lysine hydroxylation,0.08501052,,,,,,,,,,,
0,0.003220867,2,18,GO:0098902;GO:1900825,regulation of membrane depolarization during action potential,0.08501052,,,,,,,,,,,
0,0.003236371,3,258,GO:0040018,positive regulation of multicellular organism growth,0.085174989,,,,,,,,,,,
0,0.003374623,2,349,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,0.088559747,,,,,,,,,,,
0,0.003410213,3,1854,GO:0031400;GO:0001933;GO:0042326;GO:0045936;GO:0010563,negative regulation of protein modification process,0.08923877,,,,,,,,,,,
0,0.003467057,3,442,GO:0030177;GO:0090263,positive regulation of Wnt signaling pathway,0.089816039,,,,,,,,,,,
0,0.003471387,2,43,GO:0033599,regulation of mammary gland epithelial cell proliferation,0.089816039,,,,,,,,,,,
0,0.003453206,4,252,GO:1901992;GO:1901989,positive regulation of cell cycle phase transition,0.089816039,,,,,,,,,,,
0,0.003471387,4,43,GO:1904754,positive regulation of vascular associated smooth muscle cell migration,0.089816039,,,,,,,,,,,
0,0.003500858,4,1559,GO:0048568,embryonic organ development,0.090324113,,,,,,,,,,,
0,0.003558698,3,10,GO:0048539,bone marrow development,0.091049139,,,,,,,,,,,
0,0.003558698,6,10,GO:1904026,regulation of collagen fibril organization,0.091049139,,,,,,,,,,,
0,0.003558698,6,10,GO:1904702;GO:0150106;GO:1904703;GO:0150119,regulation of protein localization to adherens junction,0.091049139,,,,,,,,,,,
0,0.003579981,2,232,GO:0060840,artery development,0.09133923,,,,,,,,,,,
0,0.003608188,3,14,GO:0035995,detection of muscle stretch,0.091803886,,,,,,,,,,,
0,0.003668937,2,443,GO:0001889;GO:0061008,hepaticobiliary system development,0.092315345,,,,,,,,,,,
0,0.003701369,2,596,GO:0007498,mesoderm development,0.092315345,,,,,,,,,,,
0,0.003659506,4,1091,GO:0007517,muscle organ development,0.092315345,,,,,,,,,,,
0,0.003686663,3,1298,GO:0007548,sex differentiation,0.092315345,,,,,,,,,,,
0,0.003723091,4,23,GO:0016233,telomere capping,0.092315345,,,,,,,,,,,
0,0.003653741,5,133,GO:0030517,negative regulation of axon extension,0.092315345,,,,,,,,,,,
0,0.003728796,3,60,GO:0031061,negative regulation of histone methylation,0.092315345,,,,,,,,,,,
0,0.003723091,2,23,GO:0033591,response to L-ascorbic acid,0.092315345,,,,,,,,,,,
0,0.003687307,3,618,GO:0046394;GO:0016053,carboxylic acid biosynthetic process,0.092315345,,,,,,,,,,,
0,0.003723091,2,23,GO:0048143,astrocyte activation,0.092315345,,,,,,,,,,,
0,0.003873158,2,33,GO:1901077,regulation of relaxation of muscle,0.095631609,,,,,,,,,,,
0,0.003904706,3,28,GO:0006474,N-terminal protein amino acid acetylation,0.095639269,,,,,,,,,,,
0,0.003904706,2,28,GO:0071481,cellular response to X-ray,0.095639269,,,,,,,,,,,
0,0.003904706,2,28,GO:0150065,regulation of deacetylase activity,0.095639269,,,,,,,,,,,
0,0.003943535,4,1277,GO:0060541,respiratory system development,0.09633344,,,,,,,,,,,
0,0.003977532,3,1844,GO:0022604,regulation of cell morphogenesis,0.096649811,,,,,,,,,,,
0,0.003967542,4,430,GO:0048546,digestive tract morphogenesis,0.096649811,,,,,,,,,,,
0,0.003994374,2,1946,GO:1903047;GO:0000278,mitotic cell cycle,0.096802963,,,,,,,,,,,
0,0.004153667,6,303,GO:0001936,regulation of endothelial cell proliferation,0.100398515,,,,,,,,,,,
0,0.004310451,2,154,GO:0048581,negative regulation of post-embryonic development,0.103914685,,,,,,,,,,,
0,0.00436558,3,103,GO:0021602,cranial nerve morphogenesis,0.104968191,,,,,,,,,,,
0,0.004390794,3,269,GO:0030718,germ-line stem cell population maintenance,0.105298796,,,,,,,,,,,
0,0.004491516,6,425,GO:0007528,neuromuscular junction development,0.107360277,,,,,,,,,,,
0,0.004500131,2,1552,GO:0048608;GO:0061458,reproductive system development,0.107360277,,,,,,,,,,,
0,0.00451684,2,922,GO:0051963;GO:1901888,regulation of cell junction assembly,0.107479722,,,,,,,,,,,
0,0.004581822,2,19,GO:0038001,paracrine signaling,0.108744271,,,,,,,,,,,
0,0.004624892,6,73,GO:0070316;GO:0070317,regulation of G0 to G1 transition,0.1094836,,,,,,,,,,,
0,0.004644662,3,79,GO:0045601,regulation of endothelial cell differentiation,0.109668956,,,,,,,,,,,
0,0.004688063,2,50,GO:0033197,response to vitamin E,0.109846579,,,,,,,,,,,
0,0.004685685,3,188,GO:0045843;GO:0048635;GO:1901862,negative regulation of muscle organ development,0.109846579,,,,,,,,,,,
0,0.004688063,2,50,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,0.109846579,,,,,,,,,,,
0,0.004713051,3,2157,GO:0006935;GO:0042330,taxis,0.109966261,,,,,,,,,,,
0,0.004717172,3,270,GO:0007293,germarium-derived egg chamber formation,0.109966261,,,,,,,,,,,
0,0.004729088,3,1445,GO:0032535,regulation of cellular component size,0.109966261,,,,,,,,,,,
0,0.004771588,3,110,GO:0045445,myoblast differentiation,0.110674341,,,,,,,,,,,
0,0.004834478,3,477,GO:0043414;GO:0032259,methylation,0.111850588,,,,,,,,,,,
0,0.004911654,2,34,GO:0021932,hindbrain radial glia guided cell migration,0.113066522,,,,,,,,,,,
0,0.004909272,4,202,GO:0070192,chromosome organization involved in meiotic cell cycle,0.113066522,,,,,,,,,,,
0,0.004928592,2,104,GO:0014904;GO:0048741,myotube cell development,0.113172802,,,,,,,,,,,
0,0.004954781,2,348,GO:0051153,regulation of striated muscle cell differentiation,0.113490427,,,,,,,,,,,
0,0.005010294,3,24,GO:0021553,olfactory nerve development,0.114476488,,,,,,,,,,,
0,0.005182338,2,7,GO:0002418,immune response to tumor cell,0.115061052,,,,,,,,,,,
0,0.005131125,2,933,GO:0008361,regulation of cell size,0.115061052,,,,,,,,,,,
0,0.005189056,4,581,GO:0030258,lipid modification,0.115061052,,,,,,,,,,,
0,0.005192526,2,62,GO:0030574,collagen catabolic process,0.115061052,,,,,,,,,,,
0,0.00519873,3,45,GO:0043508,negative regulation of JUN kinase activity,0.115061052,,,,,,,,,,,
0,0.005073407,2,29,GO:0048842,positive regulation of axon extension involved in axon guidance,0.115061052,,,,,,,,,,,
0,0.005182338,2,7,GO:0070200,establishment of protein localization to telomere,0.115061052,,,,,,,,,,,
0,0.005190861,3,92,GO:0071526,semaphorin-plexin signaling pathway,0.115061052,,,,,,,,,,,
0,0.005190861,3,92,GO:1903672,positive regulation of sprouting angiogenesis,0.115061052,,,,,,,,,,,
0,0.005182338,2,7,GO:1904640,response to methionine,0.115061052,,,,,,,,,,,
0,0.005073407,3,29,GO:1905048,regulation of metallopeptidase activity,0.115061052,,,,,,,,,,,
0,0.005182338,5,7,GO:1905203;GO:1905205,regulation of connective tissue replacement,0.115061052,,,,,,,,,,,
0,0.00512831,2,500,GO:1905475,regulation of protein localization to membrane,0.115061052,,,,,,,,,,,
0,0.005232549,2,356,GO:0014902,myotube differentiation,0.115254116,,,,,,,,,,,
0,0.005220748,2,2597,GO:0032269;GO:0051248,negative regulation of protein metabolic process,0.115254116,,,,,,,,,,,
0,0.005310888,4,508,GO:0030323;GO:0030324,respiratory tube development,0.116699779,,,,,,,,,,,
0,0.005356537,2,111,GO:0060043,regulation of cardiac muscle cell proliferation,0.117421941,,,,,,,,,,,
0,0.005414061,2,15,GO:0018401,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,0.118400366,,,,,,,,,,,
0,0.005620261,2,51,GO:0021604,cranial nerve structural organization,0.122617802,,,,,,,,,,,
0,0.00576337,2,444,GO:0046620,regulation of organ growth,0.12544207,,,,,,,,,,,
0,0.005789189,2,800,GO:0042063,gliogenesis,0.125706144,,,,,,,,,,,
0,0.005889212,5,11,GO:0030091,protein repair,0.126181262,,,,,,,,,,,
0,0.005839926,3,131,GO:0048286,lung alveolus development,0.126181262,,,,,,,,,,,
0,0.005856357,2,1097,GO:0051301,cell division,0.126181262,,,,,,,,,,,
0,0.005907234,4,57,GO:0060253,negative regulation of glial cell proliferation,0.126181262,,,,,,,,,,,
0,0.005889212,3,11,GO:0070836,caveola assembly,0.126181262,,,,,,,,,,,
0,0.005889212,9,11,GO:1900109,regulation of histone H3-K9 dimethylation,0.126181262,,,,,,,,,,,
0,0.005907234,4,57,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.126181262,,,,,,,,,,,
0,0.006036913,2,666,GO:0010770,positive regulation of cell morphogenesis involved in differentiation,0.12805785,,,,,,,,,,,
0,0.006036913,2,666,GO:0010948,negative regulation of cell cycle process,0.12805785,,,,,,,,,,,
0,0.006023379,3,87,GO:0035994,response to muscle stretch,0.12805785,,,,,,,,,,,
